Title,Player,Card Number,Set,Manufacturer,Season,League,Features,Images,Market Avg (eBay 90d USD),Last Sold Raw (USD),Last Sold Raw Title,Last Sold Raw URL,Last Sold Raw Ended,Team,id,sport,year,set,subset,card_number,player,team,league,parallel,insert,rookie,autograph,serial_number,grade,condition,quantity,purchase_price,value,currency,notes,image,image_back,source,timestamp,Custom label (SKU),Notes
2022-23 Topps Merlin Chrome UEFA Club Competitions 67 Lautaro Martinez Aqua Prism Refractor,Lautaro Martínez,67,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0001_Layer%2022.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4-back_0001_Layer%2022.jpg,,,,,,Inter Milan,c_4924cade,,2022.0,Topps Merlin,,67,Lautaro Martínez,Inter Milan,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4_0001_Layer%2022.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-4-back_0001_Layer%2022.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 186 Leroy Sane Aqua Prism Refractor,Leroy Sané,186,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0000_Layer%2025.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0000_Layer%2031.jpg,,,,,,Bayern Munich,c_e5ce84b0,,2023.0,Topps Chrome,,186,Leroy Sané,Bayern Munich,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0000_Layer%2025.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0000_Layer%2031.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Merlin UEFA Club Competitions Mystic Nights MN7 Leroy Sane,Leroy Sané,MN7,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0006_Layer%2062.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0000_Layer%2068.jpg,,,,,,Bayern Munich,c_51f68cec,,2023.0,Topps Merlin,,MN7,Leroy Sané,Bayern Munich,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0006_Layer%2062.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0000_Layer%2068.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Chrome UEFA Club Competitions 76 Raphinha Aqua Prism Refractor,Raphinha,76,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0002_Layer%2032.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0002_Layer%2033.jpg,,,,,,Barcelona,c_e6f81b25,,2023.0,Topps Chrome,,76,Raphinha,Barcelona,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0002_Layer%2032.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0002_Layer%2033.jpg,,2026-02-04T01:59:04.877Z,,
2024-25 Panini Donruss FIFA 80 Lionel Messi,Lionel Messi,80,Panini Donruss FIFA,Panini,2024-25,FIFA,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0010_Layer%20146.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0004_Layer%20152.jpg,,,,,,Argentina,c_6c3feab1,,2024.0,Panini Donruss FIFA,,80,Lionel Messi,Argentina,FIFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0010_Layer%20146.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0004_Layer%20152.jpg,,2026-02-04T01:59:04.876Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 3 Rafael Leao Aqua Prism Refractor,Rafael Leão,3,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0004_Layer%2021.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0004_Layer%2027.jpg,,,,,,AC Milan,c_f450984c,,2022.0,Topps Merlin,,3,Rafael Leão,AC Milan,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0004_Layer%2021.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0004_Layer%2027.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS Finest Dominators DO10 Sergio Busquets,Sergio Busquets,DO10,Topps Finest MLS,Topps,2024,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0006_Layer%20150.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0000_Layer%20156.jpg,,,,,,Inter Miami CF,c_b7bd6cea,,2024.0,Topps Finest MLS,,DO10,Sergio Busquets,Inter Miami CF,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0006_Layer%20150.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0000_Layer%20156.jpg,,2026-02-04T01:59:04.879Z,,
2023-24 Topps Chrome Bundesliga Ultrabeam UB8 Manu Kone,Manu Koné,UB8,Topps Chrome,Topps,2023-24,Bundesliga,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0009_Layer%2072.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0003_Layer%2078.jpg,,,,,,Borussia Mönchengladbach,c_485a69f6,,2023.0,Topps Chrome,,UB8,Manu Koné,Borussia Mönchengladbach,Bundesliga,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0009_Layer%2072.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0003_Layer%2078.jpg,,2026-02-04T01:59:04.878Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 127 Pedro Goncalves Aqua Prism Refractor,Pedro Goncalves,127,Merlin Chrome,Topps,2022-23,UEFA,"Refractor, Chrome",https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0000_Layer-1.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0006_Layer-12.png,,,,,,,c_6848330b,,2022.0,Merlin Chrome,,127,Pedro Goncalves,,UEFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0000_Layer-1.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/cards2_0006_Layer-12.png,,2026-02-04T01:59:04.876Z,,
2023-24 Topps Merlin UEFA Club Competitions Mystic Nights MN2 Kylian Mbappe,Kylian Mbappé,MN2,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0007_Layer%2061.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0001_Layer%2067.jpg,,,,,,Paris Saint-Germain,c_827a319a,,2023.0,Topps Merlin,,MN2,Kylian Mbappé,Paris Saint-Germain,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0007_Layer%2061.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-58_0001_Layer%2067.jpg,,2026-02-04T01:59:04.876Z,,
2024 Topps Finest MLS Prized Footballers PF19 Nimfasha Berchimas,Nimfasha Berchimas,PF19,Topps Finest MLS,Topps,2024,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0007_Layer%20148.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0001_Layer%20154.jpg,,,,,,Charlotte FC,c_5cfa1a3e,,2024.0,Topps Finest MLS,,PF19,Nimfasha Berchimas,Charlotte FC,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0007_Layer%20148.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0001_Layer%20154.jpg,,2026-02-04T01:59:04.879Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 77 Matteo Guendouzi Aqua Prism Refractor,Matteo Guendouzi,77,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0002_Layer%2023.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/matteo_back.png,,,,,,Marseille,c_3da0ee3d,,2022.0,Topps Merlin,,77,Matteo Guendouzi,Marseille,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0002_Layer%2023.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/matteo_back.png,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 34 Matthew O'Riley Aqua Refractor,Matthew O'Riley,34,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards1_0008_Layer%2026.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards1_0002_Layer%2032.jpg,,,,,,Celtic,c_aac1965b,,2022.0,Topps Merlin,,34,Matthew O'Riley,Celtic,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards1_0008_Layer%2026.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards1_0002_Layer%2032.jpg,,2026-02-04T01:59:04.878Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 22 Nicola Zalewski Neon Green Shimmer,Nicola Zalewski,22,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0008_Layer%2073.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0002_Layer%2079.jpg,,,,,,AS Roma,c_e5458581,,2022.0,Topps Merlin,,22,Nicola Zalewski,AS Roma,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0008_Layer%2073.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-60_0002_Layer%2079.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Chrome Bundesliga 54 Max Finkgrafe Prism Refractor,Max Finkgrafe,54,Topps Chrome,Topps,2023-24,Bundesliga,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/maxfinke.png|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/maxback.png,,,,,,1. FC Köln,c_693b94f9,,2023.0,Topps Chrome,,54,Max Finkgrafe,1. FC Köln,Bundesliga,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/maxfinke.png,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/maxback.png,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Chrome UEFA Club Competitions London Calling LC2 Memphis Depay,Memphis Depay,LC2,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0009_Layer%2017.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0002_Layer%2023.jpg,,,,,,Atlético Madrid,c_4048eda0,,2023.0,Topps Chrome,,LC2,Memphis Depay,Atlético Madrid,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0009_Layer%2017.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0002_Layer%2023.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Merlin UEFA Club Competitions Ageless Alchemy AA11 Michael Owen,Michael Owen,AA11,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-51_0006_Layer%2023.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-51_0000_Layer%2029.jpg,,,,,,Liverpool,c_c66c4086,,2023.0,Topps Merlin,,AA11,Michael Owen,Liverpool,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-51_0006_Layer%2023.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-51_0000_Layer%2029.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 62 Mohamed Daramy Aqua Prism Refractor,Mohamed Daramy,62,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0001_Layer%2031.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0001_Layer%2032.jpg,,,,,,Ajax,c_5a7f2208,,2022.0,Topps Merlin,,62,Mohamed Daramy,Ajax,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0001_Layer%2031.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0001_Layer%2032.jpg,,2026-02-04T01:59:04.877Z,,
2024 Topps Finest MLS Prized Footballers PF2 Riqui Puig,Riqui Puig,PF2,Topps Finest MLS,Topps,2024,MLS,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0010_Layer%20145.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0004_Layer%20151.jpg,,,,,,LA Galaxy,c_53d7127e,,2024.0,Topps Finest MLS,,PF2,Riqui Puig,LA Galaxy,MLS,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0010_Layer%20145.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-17_0004_Layer%20151.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions London Calling LC7 Nicolo Barella,Nicolò Barella,LC7,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0011_Layer%2014.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0005_Layer%2020.jpg,,,,,,Inter Milan,c_5758d15,,2023.0,Topps Chrome,,LC7,Nicolò Barella,Inter Milan,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0011_Layer%2014.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-47_0005_Layer%2020.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Topps Merlin UEFA Club Competitions Mystic Nights MN3 Mohamed Salah,Mohamed Salah,MN3,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0008_Layer%2061.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0002_Layer%2067.jpg,,,,,,Liverpool,c_4d89930c,,2023.0,Topps Merlin,,MN3,Mohamed Salah,Liverpool,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0008_Layer%2061.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-59_0002_Layer%2067.jpg,,2026-02-04T01:59:04.878Z,,
2023-24 Panini Select Premier League 195 Mohammed Kudus White Ice,Mohammed Kudus,195,Panini Select,Panini,2023-24,Premier League,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards4_0010_Layer%209.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Mohammed_Kudus_back.png,,,,,,West Ham United,c_677d6e05,,2023.0,Panini Select,,195,Mohammed Kudus,West Ham United,Premier League,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/sportscards4_0010_Layer%209.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Mohammed_Kudus_back.png,,2026-02-04T01:59:04.878Z,,
2024-25 Panini Donruss FIFA Magicians 5 Nico Gonzalez,Nico Gonzalez,5,Panini Donruss FIFA,Panini,2024-25,FIFA,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0011_Layer%20145.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0005_Layer%20151.jpg,,,,,,Argentina,c_9454893f,,2024.0,Panini Donruss FIFA,,5,Nico Gonzalez,Argentina,FIFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0011_Layer%20145.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-18_0005_Layer%20151.jpg,,2026-02-04T01:59:04.879Z,,
2023-24 Topps Chrome UEFA Club Competitions Starball Debut SD8 Neymar Jr,Neymar Jr,SD8,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0004_Layer%202%20(1).jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-54_0004_Layer%2039.jpg,,,,,,Al-Hilal,c_ea548dda,,2023.0,Topps Chrome,,SD8,Neymar Jr,Al-Hilal,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0004_Layer%202%20(1).jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-54_0004_Layer%2039.jpg,,2026-02-04T01:59:04.878Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 103 Neymar Jr,Neymar Jr,103,Merlin Chrome,Topps,2022-23,UEFA,Chrome,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0011_Layer%201.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0000_Layer%2012.jpg,,,,,,,c_8da6216d,,2022.0,Merlin Chrome,,103,Neymar Jr,,UEFA,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0011_Layer%201.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-1_0000_Layer%2012.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 112 Moses Simon Aqua Prism Refractor,Moses Simon,112,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0005_Layer%2027.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0005_Layer%2028.jpg,,,,,,Nantes,c_ca334bec,,2022.0,Topps Merlin,,112,Moses Simon,Nantes,UEFA Club Competitions,,,,,,,raw,1.0,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0005_Layer%2027.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0005_Layer%2028.jpg,,2026-02-04T01:59:04.877Z,,
