Title,Player,Card Number,Set,Manufacturer,Season,League,Features,Images,Market Avg (eBay 90d USD),Last Sold Raw (USD),Last Sold Raw Title,Last Sold Raw URL,Last Sold Raw Ended,Team,id,sport,year,set,subset,card_number,player,team,league,parallel,insert,rookie,autograph,serial_number,grade,condition,quantity,purchase_price,value,currency,notes,image,image_back,source,timestamp,Custom label (SKU),Notes
2023-24 Topps Merlin UEFA Club Competitions 99 Noa Lang Aqua Prism Refractor,Noa Lang,99,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0005_Layer%2031.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0005_Layer%2037.jpg,,,,,,PSV Eindhoven,c_9e694e0a,,2023,Topps Merlin,,99,Noa Lang,PSV Eindhoven,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0005_Layer%2031.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0005_Layer%2037.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 145 Felix Nmecha Aqua Prism Refractor,Felix Nmecha,145,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0000_Layer%2036.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0000_Layer%2042.jpg,,,,,,Borussia Dortmund,c_91b135c1,,2023,Topps Chrome,,145,Felix Nmecha,Borussia Dortmund,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0000_Layer%2036.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0000_Layer%2042.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Merlin UEFA Club Competitions 79 Bruno Fernandes Aqua Prism Refractor,Bruno Fernandes,79,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0005_Layer%2050.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0005_Layer%2056.jpg,,,,,,Manchester United,c_2a60a6f6,,2023,Topps Merlin,,79,Bruno Fernandes,Manchester United,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0005_Layer%2050.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0005_Layer%2056.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 57 Kobbie Mainoo Aqua Prism Refractor,Kobbie Mainoo,57,Topps Chrome,Topps,2023-24,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0000_Layer%2055.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0002_Layer%2025.jpg,,,,,,Manchester United,c_36fa69dc,,2023,Topps Chrome,,57,Kobbie Mainoo,Manchester United,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0000_Layer%2055.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0002_Layer%2025.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 105 Rico Lewis Aqua Prism Refractor,Rico Lewis,105,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0001_Layer%2054.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0001_Layer%2060.jpg,,,,,,Manchester City,c_cae70c4e,,2023,Topps Chrome,,105,Rico Lewis,Manchester City,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11_0001_Layer%2054.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-11-back_0001_Layer%2060.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 114 Dominik Szoboszlai Aqua Prism Refractor,Dominik Szoboszlai,114,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0002_Layer%2034.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0002_Layer%2040.jpg,,,,,,RB Leipzig,c_123582f6,,2022,Topps Merlin,,114,Dominik Szoboszlai,RB Leipzig,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8_0002_Layer%2034.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-8-back_0002_Layer%2040.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 115 Timo Werner Aqua Prism Refractor,Timo Werner,115,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0003_Layer%2031.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0003_Layer%2032.jpg,,,,,,RB Leipzig,c_f084fb7a,,2022,Topps Merlin,,115,Timo Werner,RB Leipzig,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0003_Layer%2031.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0003_Layer%2032.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 162 Dijon Kameri Aqua Prism Refractor,Dijon Kameri,162,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0004_Layer%2030.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0004_Layer%2031.jpg,,,,,,RB Salzburg,c_60762c8d,,2023,Topps Chrome,,162,Dijon Kameri,RB Salzburg,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0004_Layer%2030.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0004_Layer%2031.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 24 Xavi Simons Aqua Prism Refractor,Xavi Simons,24,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0005_Layer%2029.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0005_Layer%2030.jpg,,,,,,RB Leipzig,c_2dd26104,,2023,Topps Chrome,,24,Xavi Simons,RB Leipzig,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0005_Layer%2029.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0005_Layer%2030.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 63 Gavi Aqua Prism Refractor,Gavi,63,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0001_Layer%2033.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0001_Layer%2034.jpg,,,,,,Barcelona,c_6a92d4f,,2023,Topps Chrome,,63,Gavi,Barcelona,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0001_Layer%2033.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0001_Layer%2034.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 76 Raphinha Aqua Prism Refractor,Raphinha,76,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0002_Layer%2032.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0002_Layer%2033.jpg,,,,,,Barcelona,c_e6f81b25,,2023,Topps Chrome,,76,Raphinha,Barcelona,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0002_Layer%2032.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0002_Layer%2033.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 116 Moussa Diaby Aqua Prism Refractor,Moussa Diaby,116,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0000_Layer%2034.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0000_Layer%2035.jpg,,,,,,Aston Villa,c_af80b264,,2023,Topps Chrome,,116,Moussa Diaby,Aston Villa,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7_0000_Layer%2034.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-7-BACK_0000_Layer%2035.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 176 Evan Ndicka Aqua Prism Refractor,Evan Ndicka,176,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0000_Layer%2032.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0000_Layer%2033.jpg,,,,,,AS Roma,c_f896cc9f,,2023,Topps Chrome,,176,Evan Ndicka,AS Roma,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0000_Layer%2032.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0000_Layer%2033.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 62 Mohamed Daramy Aqua Prism Refractor,Mohamed Daramy,62,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0001_Layer%2031.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0001_Layer%2032.jpg,,,,,,Ajax,c_5a7f2208,,2022,Topps Merlin,,62,Mohamed Daramy,Ajax,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0001_Layer%2031.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0001_Layer%2032.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Merlin UEFA Club Competitions 131 Thijs Dallinga Aqua Prism Refractor,Thijs Dallinga,131,Topps Merlin,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0002_Layer%2030.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0002_Layer%2031.jpg,,,,,,Toulouse,c_8c8de4b,,2023,Topps Merlin,,131,Thijs Dallinga,Toulouse,UEFA Club Competitions,,,,,,,raw,2,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0002_Layer%2030.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0002_Layer%2031.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 112 Moses Simon Aqua Prism Refractor,Moses Simon,112,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0005_Layer%2027.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0005_Layer%2028.jpg,,,,,,Nantes,c_ca334bec,,2022,Topps Merlin,,112,Moses Simon,Nantes,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0005_Layer%2027.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0005_Layer%2028.jpg,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 195 Santiago Gimenez Aqua Prism Refractor,Santiago Giménez,195,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0004_Layer%2028.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0004_Layer%2029.jpg,,,,,,Feyenoord,c_73aa065,,2023,Topps Chrome,,195,Santiago Giménez,Feyenoord,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6_0004_Layer%2028.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-6-back_0004_Layer%2029.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 43 Arda Guler Aqua Prism Refractor,Arda Güler,43,Topps Merlin,Topps,2022-23,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0009_Layer%2018.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0003_Layer%2024.jpg,,,,,,Fenerbahçe,c_5bd3f5f0,,2022,Topps Merlin,,43,Arda Güler,Fenerbahçe,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0009_Layer%2018.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0003_Layer%2024.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 123 Mohamed Ali Cho Aqua Prism Refractor,Mohamed Ali Cho,123,Topps Merlin,Topps,2022-23,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0007_Layer%2020.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0001_Layer%2026.jpg,,,,,,Nice,c_e87e9f50,,2022,Topps Merlin,,123,Mohamed Ali Cho,Nice,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0007_Layer%2020.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0001_Layer%2026.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 97 Kobbie Mainoo Aqua Prism Refractor,Kobbie Mainoo,97,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0008_Layer%2019.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0002_Layer%2025.jpg,,,,,,Manchester United,c_f649ceba,,2022,Topps Merlin,,97,Kobbie Mainoo,Manchester United,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0008_Layer%2019.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0002_Layer%2025.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 27 Pablo Barrios Aqua Prism Refractor,Pablo Barrios,27,Topps Merlin,Topps,2022-23,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0011_Layer%2016.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0005_Layer%2022.jpg,,,,,,Atlético Madrid,c_9cc1738a,,2022,Topps Merlin,,27,Pablo Barrios,Atlético Madrid,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0011_Layer%2016.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0005_Layer%2022.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 108 Johan Bakayoko Aqua Prism Refractor,Johan Bakayoko,108,Topps Merlin,Topps,2022-23,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0010_Layer%2017.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0004_Layer%2023.jpg,,,,,,PSV Eindhoven,c_9ba5d841,,2022,Topps Merlin,,108,Johan Bakayoko,PSV Eindhoven,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0010_Layer%2017.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-49_0004_Layer%2023.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 75 Issa Kabore Aqua Prism Refractor,Issa Kabore,75,Topps Merlin,Topps,2022-23,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0007_Layer%2021.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0001_Layer%2027.jpg,,,,,,Luton Town,c_eb027bbf,,2022,Topps Merlin,,75,Issa Kabore,Luton Town,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0007_Layer%2021.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0001_Layer%2027.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 141 Simon Adingra Aqua Prism Refractor,Simon Adingra,141,Topps Merlin,Topps,2022-23,UEFA Club Competitions,RC,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0006_Layer%2022.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0000_Layer%2028.jpg,,,,,,Brighton & Hove Albion,c_258d4297,,2022,Topps Merlin,,141,Simon Adingra,Brighton & Hove Albion,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0006_Layer%2022.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-50_0000_Layer%2028.jpg,,2026-02-04T01:59:04.877Z,,
2022-23 Topps Merlin Chrome UEFA Club Competitions 77 Matteo Guendouzi Aqua Prism Refractor,Matteo Guendouzi,77,Topps Merlin,Topps,2022-23,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0002_Layer%2023.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/matteo_back.png,,,,,,Marseille,c_3da0ee3d,,2022,Topps Merlin,,77,Matteo Guendouzi,Marseille,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0002_Layer%2023.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/matteo_back.png,,2026-02-04T01:59:04.877Z,,
2023-24 Topps Chrome UEFA Club Competitions 50 Harry Kane Prism Refractor,Harry Kane,50,Topps Chrome,Topps,2023-24,UEFA Club Competitions,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0005_Layer%2020.jpg|https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0005_Layer%2026.jpg,,,,,,Bayern Munich,c_6b140331,,2023,Topps Chrome,,50,Harry Kane,Bayern Munich,UEFA Club Competitions,,,,,,,raw,1,,,USD,,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5_0005_Layer%2020.jpg,https://sportscards.standard.us-east-1.oortstorages.com/new%20card%20scans%202/card%20matcher/Untitled-5-back_0005_Layer%2026.jpg,,2026-02-04T01:59:04.877Z,,
